"Disease","Report Year","DHBName","Ethnic Group","Case Count","Case rate per 100,000"
"Leprosy",2018,"Northland","Pacific",0,0
"Trichinosis",2018,"Northland","Pacific",0,0
"Cysticercosis",2018,"Northland","Pacific",0,0
"Meningoencephalitis - primary amoebic",2018,"Northland","Pacific",0,0
"Giardiasis",2018,"Northland","Pacific",0,0
"Typhoid fever",2018,"Northland","Pacific",0,0
"Q fever",2018,"Northland","Pacific",0,0
"Tetanus",2018,"Northland","Pacific",0,0
"Rickettsial disease",2018,"Northland","Pacific",0,0
"Taeniasis",2018,"Northland","Asian",0,0
"Arboviral diseases",2018,"Northland","Asian",0,0
"Tuberculosis disease",2018,"Northland","Asian",1,14.7
"Hydatid disease",2018,"Northland","Asian",0,0
"Paratyphoid fever",2018,"Northland","Asian",0,0
"Listeriosis",2018,"Northland","Asian",0,0
"Hepatitis A",2018,"Northland","Asian",0,0
"Rabies and other lyssaviruses",2018,"Northland","Asian",0,0
"Invasive pneumococcal disease",2018,"Northland","Asian",1,14.7
"Cryptosporidiosis",2018,"Northland","Asian",2,29.3
"Mpox",2018,"Northland","Asian",0,0
"Rheumatic fever",2018,"Northland","Asian",0,0
"Salmonellosis",2018,"Northland","Asian",1,14.7
"Yersiniosis",2018,"Northland","Asian",1,14.7
"Meningococcal disease",2018,"Northland","Asian",0,0
"Hepatitis C",2018,"Northland","Asian",0,0
"VTEC/STEC infection",2018,"Northland","Asian",4,58.7
"Mumps",2018,"Northland","Asian",1,14.7
"Poliomyelitis",2018,"Northland","Asian",0,0
"Typhoid fever",2018,"Northland","Asian",0,0
"Legionellosis",2018,"Northland","Asian",0,0
"Haemophilus influenzae type b",2018,"Northland","Asian",0,0
"Leprosy",2018,"Northland","Asian",0,0
"Brucellosis",2018,"Northland","Asian",0,0
"Rickettsial disease",2018,"Northland","Asian",0,0
"Hepatitis NOS",2018,"Northland","Asian",0,0
"Measles",2018,"Northland","Asian",0,0
"Malaria",2018,"Northland","Asian",0,0
"Leptospirosis",2018,"Northland","Asian",0,0
"Hepatitis B",2018,"Northland","Asian",0,0
"Toxic shellfish poisoning",2018,"Northland","Asian",0,0
"Cholera",2018,"Northland","Asian",0,0
"Cysticercosis",2018,"Northland","Asian",0,0
"Acute gastroenteritis",2018,"Northland","Asian",2,29.3
"Meningoencephalitis - primary amoebic",2018,"Northland","Asian",0,0
"Campylobacteriosis",2018,"Northland","Asian",3,44
"Diphtheria",2018,"Northland","Asian",0,0
"Rubella",2018,"Northland","Asian",0,0
"Trichinosis",2018,"Northland","Asian",0,0
"Q fever",2018,"Northland","Asian",0,0
"Shigellosis",2018,"Northland","Asian",0,0
"Giardiasis",2018,"Northland","Asian",0,0
"Pertussis",2018,"Northland","Asian",0,0
"Tetanus",2018,"Northland","Asian",0,0
"Hydatid disease",2018,"Northland","MELAA",0,0
"Listeriosis",2018,"Northland","MELAA",0,0
"Hepatitis A",2018,"Northland","MELAA",0,0
"Brucellosis",2018,"Northland","MELAA",0,0
"Taeniasis",2018,"Northland","MELAA",0,0
"Cryptosporidiosis",2018,"Northland","MELAA",0,0
"VTEC/STEC infection",2018,"Northland","MELAA",0,0
"Hepatitis C",2018,"Northland","MELAA",0,0
"Meningococcal disease",2018,"Northland","MELAA",0,0
"Invasive pneumococcal disease",2018,"Northland","MELAA",0,0
"Cholera",2018,"Northland","MELAA",0,0
"Acute gastroenteritis",2018,"Northland","MELAA",0,0
"Yersiniosis",2018,"Northland","MELAA",0,0
"Arboviral diseases",2018,"Northland","MELAA",0,0
"Measles",2018,"Northland","MELAA",0,0
"Paratyphoid fever",2018,"Northland","MELAA",0,0
"Typhoid fever",2018,"Northland","MELAA",0,0
"Malaria",2018,"Northland","MELAA",0,0
"Rabies and other lyssaviruses",2018,"Northland","MELAA",0,0
"Haemophilus influenzae type b",2018,"Northland","MELAA",0,0
"Leptospirosis",2018,"Northland","MELAA",0,0
"Salmonellosis",2018,"Northland","MELAA",0,0
"Mumps",2018,"Northland","MELAA",0,0
"Tuberculosis disease",2018,"Northland","MELAA",1,125
"Poliomyelitis",2018,"Northland","MELAA",0,0
"Rickettsial disease",2018,"Northland","MELAA",0,0
"Hepatitis B",2018,"Northland","MELAA",0,0
"Cysticercosis",2018,"Northland","MELAA",0,0
"Diphtheria",2018,"Northland","MELAA",0,0
"Rubella",2018,"Northland","MELAA",0,0
"Leprosy",2018,"Northland","MELAA",0,0
"Rheumatic fever",2018,"Northland","MELAA",0,0
"Campylobacteriosis",2018,"Northland","MELAA",1,125
"Toxic shellfish poisoning",2018,"Northland","MELAA",0,0
"Trichinosis",2018,"Northland","MELAA",0,0
"Legionellosis",2018,"Northland","MELAA",0,0
"Pertussis",2018,"Northland","MELAA",0,0
"Tetanus",2018,"Northland","MELAA",0,0
"Giardiasis",2018,"Northland","MELAA",0,0
"Hepatitis NOS",2018,"Northland","MELAA",0,0
"Mpox",2018,"Northland","MELAA",0,0
"Q fever",2018,"Northland","MELAA",0,0
"Shigellosis",2018,"Northland","MELAA",0,0
"Meningoencephalitis - primary amoebic",2018,"Northland","MELAA",0,0
"Hydatid disease",2018,"Northland","European or Others",0,0
"Hepatitis A",2018,"Northland","European or Others",2,1.9
"Cryptosporidiosis",2018,"Northland","European or Others",47,44.1
"Hepatitis C",2018,"Northland","European or Others",0,0
"Arboviral diseases",2018,"Northland","European or Others",5,4.7
"Rheumatic fever",2018,"Northland","European or Others",0,0
"Haemophilus influenzae type b",2018,"Northland","European or Others",1,0.9
"Cholera",2018,"Northland","European or Others",0,0
"Mumps",2018,"Northland","European or Others",5,4.7
"Salmonellosis",2018,"Northland","European or Others",23,21.6
"Taeniasis",2018,"Northland","European or Others",0,0
"Mpox",2018,"Northland","European or Others",0,0
"Paratyphoid fever",2018,"Northland","European or Others",0,0
"Malaria",2018,"Northland","European or Others",2,1.9
"Yersiniosis",2018,"Northland","European or Others",14,13.1
"Diphtheria",2018,"Northland","European or Others",0,0
"Rabies and other lyssaviruses",2018,"Northland","European or Others",0,0
"Typhoid fever",2018,"Northland","European or Others",0,0
"Leprosy",2018,"Northland","European or Others",0,0
"Legionellosis",2018,"Northland","European or Others",9,8.4
"Cysticercosis",2018,"Northland","European or Others",0,0
"VTEC/STEC infection",2018,"Northland","European or Others",41,38.5
"Poliomyelitis",2018,"Northland","European or Others",0,0
"Toxic shellfish poisoning",2018,"Northland","European or Others",0,0
"Measles",2018,"Northland","European or Others",0,0
"Campylobacteriosis",2018,"Northland","European or Others",179,168
"Rickettsial disease",2018,"Northland","European or Others",0,0
"Meningococcal disease",2018,"Northland","European or Others",7,6.6
"Giardiasis",2018,"Northland","European or Others",45,42.2
"Invasive pneumococcal disease",2018,"Northland","European or Others",12,11.3
"Brucellosis",2018,"Northland","European or Others",0,0
"Hepatitis NOS",2018,"Northland","European or Others",0,0
"Rubella",2018,"Northland","European or Others",0,0
"Q fever",2018,"Northland","European or Others",0,0
"Tuberculosis disease",2018,"Northland","European or Others",0,0
"Acute gastroenteritis",2018,"Northland","European or Others",25,23.5
"Hepatitis B",2018,"Northland","European or Others",0,0
"Listeriosis",2018,"Northland","European or Others",2,1.9
"Pertussis",2018,"Northland","European or Others",61,57.2
"Leptospirosis",2018,"Northland","European or Others",5,4.7
"Tetanus",2018,"Northland","European or Others",0,0
"Meningoencephalitis - primary amoebic",2018,"Northland","European or Others",0,0
"Trichinosis",2018,"Northland","European or Others",0,0
"Shigellosis",2018,"Northland","European or Others",2,1.9
"Hepatitis A",2018,"Counties Manukau","Māori",1,1.1
"Haemophilus influenzae type b",2018,"Counties Manukau","Māori",0,0
"Legionellosis",2018,"Counties Manukau","Māori",3,3.2
"Leprosy",2018,"Counties Manukau","Māori",0,0
"Hydatid disease",2018,"Counties Manukau","Māori",0,0
"Taeniasis",2018,"Counties Manukau","Māori",0,0
"Giardiasis",2018,"Counties Manukau","Māori",10,10.8
"Yersiniosis",2018,"Counties Manukau","Māori",5,5.4
"Cryptosporidiosis",2018,"Counties Manukau","Māori",25,27.1
"Arboviral diseases",2018,"Counties Manukau","Māori",0,0
"Salmonellosis",2018,"Counties Manukau","Māori",8,8.7
"Tuberculosis disease",2018,"Counties Manukau","Māori",4,4.3
"VTEC/STEC infection",2018,"Counties Manukau","Māori",6,6.5
"Mumps",2018,"Counties Manukau","Māori",14,15.2
"Malaria",2018,"Counties Manukau","Māori",0,0
"Invasive pneumococcal disease",2018,"Counties Manukau","Māori",17,18.4
"Cysticercosis",2018,"Counties Manukau","Māori",0,0
"Hepatitis C",2018,"Counties Manukau","Māori",0,0
"Cholera",2018,"Counties Manukau","Māori",0,0
"Poliomyelitis",2018,"Counties Manukau","Māori",0,0
"Typhoid fever",2018,"Counties Manukau","Māori",0,0
"Tetanus",2018,"Counties Manukau","Māori",0,0
"Paratyphoid fever",2018,"Counties Manukau","Māori",0,0
"Diphtheria",2018,"Counties Manukau","Māori",0,0
"Q fever",2018,"Counties Manukau","Māori",0,0
"Toxic shellfish poisoning",2018,"Counties Manukau","Māori",0,0
"Rabies and other lyssaviruses",2018,"Counties Manukau","Māori",0,0
"Brucellosis",2018,"Counties Manukau","Māori",0,0
"Rickettsial disease",2018,"Counties Manukau","Māori",0,0
"Meningoencephalitis - primary amoebic",2018,"Counties Manukau","Māori",0,0
"Rubella",2018,"Counties Manukau","Māori",0,0
"Mpox",2018,"Counties Manukau","Māori",0,0
"Hepatitis NOS",2018,"Counties Manukau","Māori",0,0
"Listeriosis",2018,"Counties Manukau","Māori",0,0
"Hepatitis B",2018,"Counties Manukau","Māori",0,0
"Measles",2018,"Counties Manukau","Māori",0,0
"Meningococcal disease",2018,"Counties Manukau","Māori",3,3.2
"Leptospirosis",2018,"Counties Manukau","Māori",0,0
"Trichinosis",2018,"Counties Manukau","Māori",0,0
"Acute gastroenteritis",2018,"Counties Manukau","Māori",0,0
"Campylobacteriosis",2018,"Counties Manukau","Māori",41,44.4
"Pertussis",2018,"Counties Manukau","Māori",48,52
"Rheumatic fever",2018,"Counties Manukau","Māori",14,15.2
"Shigellosis",2018,"Counties Manukau","Māori",2,2.2
"Mumps",2018,"Counties Manukau","Pacific",47,37.5
"Invasive pneumococcal disease",2018,"Counties Manukau","Pacific",44,35.1
"Hydatid disease",2018,"Counties Manukau","Pacific",0,0
"Cryptosporidiosis",2018,"Counties Manukau","Pacific",24,19.1
"Arboviral diseases",2018,"Counties Manukau","Pacific",68,54.2
"Hepatitis A",2018,"Counties Manukau","Pacific",2,1.6
"Rubella",2018,"Counties Manukau","Pacific",0,0
"Paratyphoid fever",2018,"Counties Manukau","Pacific",0,0
"Malaria",2018,"Counties Manukau","Pacific",0,0
"Haemophilus influenzae type b",2018,"Counties Manukau","Pacific",0,0
"Rabies and other lyssaviruses",2018,"Counties Manukau","Pacific",0,0
"Hepatitis C",2018,"Counties Manukau","Pacific",0,0
"Taeniasis",2018,"Counties Manukau","Pacific",0,0
"Mpox",2018,"Counties Manukau","Pacific",0,0
"Leprosy",2018,"Counties Manukau","Pacific",2,1.6
"Salmonellosis",2018,"Counties Manukau","Pacific",23,18.3
"Cholera",2018,"Counties Manukau","Pacific",0,0
"Poliomyelitis",2018,"Counties Manukau","Pacific",0,0
"Yersiniosis",2018,"Counties Manukau","Pacific",9,7.2
"Measles",2018,"Counties Manukau","Pacific",0,0
"Acute gastroenteritis",2018,"Counties Manukau","Pacific",0,0
"Typhoid fever",2018,"Counties Manukau","Pacific",9,7.2
"Giardiasis",2018,"Counties Manukau","Pacific",5,4
"Cysticercosis",2018,"Counties Manukau","Pacific",0,0
"Toxic shellfish poisoning",2018,"Counties Manukau","Pacific",0,0
"Legionellosis",2018,"Counties Manukau","Pacific",4,3.2
"Tetanus",2018,"Counties Manukau","Pacific",0,0
"Tuberculosis disease",2018,"Counties Manukau","Pacific",22,17.5
"Brucellosis",2018,"Counties Manukau","Pacific",0,0
"Diphtheria",2018,"Counties Manukau","Pacific",0,0
"VTEC/STEC infection",2018,"Counties Manukau","Pacific",10,8
"Q fever",2018,"Counties Manukau","Pacific",0,0
"Pertussis",2018,"Counties Manukau","Pacific",60,47.8
"Leptospirosis",2018,"Counties Manukau","Pacific",0,0
"Hepatitis NOS",2018,"Counties Manukau","Pacific",0,0
"Rickettsial disease",2018,"Counties Manukau","Pacific",0,0
"Hepatitis B",2018,"Counties Manukau","Pacific",3,2.4
"Rheumatic fever",2018,"Counties Manukau","Pacific",74,59
"Campylobacteriosis",2018,"Counties Manukau","Pacific",30,23.9
"Trichinosis",2018,"Counties Manukau","Pacific",0,0
"Meningoencephalitis - primary amoebic",2018,"Counties Manukau","Pacific",0,0
"Listeriosis",2018,"Counties Manukau","Pacific",2,1.6
"Meningococcal disease",2018,"Counties Manukau","Pacific",6,4.8
"Shigellosis",2018,"Counties Manukau","Pacific",21,16.7
"Mumps",2018,"Counties Manukau","Asian",24,15.2
"Hydatid disease",2018,"Counties Manukau","Asian",0,0
"Legionellosis",2018,"Counties Manukau","Asian",1,0.6
"Hepatitis A",2018,"Counties Manukau","Asian",3,1.9
"Rubella",2018,"Counties Manukau","Asian",0,0
"Cryptosporidiosis",2018,"Counties Manukau","Asian",21,13.3
"Rabies and other lyssaviruses",2018,"Counties Manukau","Asian",0,0
"Invasive pneumococcal disease",2018,"Counties Manukau","Asian",7,4.4
"Malaria",2018,"Counties Manukau","Asian",1,0.6
"Salmonellosis",2018,"Counties Manukau","Asian",19,12
"Leprosy",2018,"Counties Manukau","Asian",0,0
"Hepatitis C",2018,"Counties Manukau","Asian",0,0
"Paratyphoid fever",2018,"Counties Manukau","Asian",2,1.3
"Haemophilus influenzae type b",2018,"Counties Manukau","Asian",0,0
"Yersiniosis",2018,"Counties Manukau","Asian",34,21.5
"Toxic shellfish poisoning",2018,"Counties Manukau","Asian",0,0
"Diphtheria",2018,"Counties Manukau","Asian",0,0
"Taeniasis",2018,"Counties Manukau","Asian",0,0
"Giardiasis",2018,"Counties Manukau","Asian",23,14.6
"Cysticercosis",2018,"Counties Manukau","Asian",0,0
"Acute gastroenteritis",2018,"Counties Manukau","Asian",0,0
"Tetanus",2018,"Counties Manukau","Asian",0,0
"Mpox",2018,"Counties Manukau","Asian",0,0
"Typhoid fever",2018,"Counties Manukau","Asian",7,4.4
"Poliomyelitis",2018,"Counties Manukau","Asian",0,0
"Campylobacteriosis",2018,"Counties Manukau","Asian",81,51.3
"Cholera",2018,"Counties Manukau","Asian",0,0
"Brucellosis",2018,"Counties Manukau","Asian",0,0
"Hepatitis B",2018,"Counties Manukau","Asian",0,0
"Listeriosis",2018,"Counties Manukau","Asian",1,0.6
"Arboviral diseases",2018,"Counties Manukau","Asian",10,6.3
"VTEC/STEC infection",2018,"Counties Manukau","Asian",12,7.6
"Pertussis",2018,"Counties Manukau","Asian",8,5.1
"Shigellosis",2018,"Counties Manukau","Asian",5,3.2
"Meningococcal disease",2018,"Counties Manukau","Asian",4,2.5
"Hepatitis NOS",2018,"Counties Manukau","Asian",2,1.3
"Measles",2018,"Counties Manukau","Asian",0,0
"Rickettsial disease",2018,"Counties Manukau","Asian",0,0
"Meningoencephalitis - primary amoebic",2018,"Counties Manukau","Asian",0,0
"Tuberculosis disease",2018,"Counties Manukau","Asian",40,25.3
"Q fever",2018,"Counties Manukau","Asian",0,0
"Leptospirosis",2018,"Counties Manukau","Asian",2,1.3
"Trichinosis",2018,"Counties Manukau","Asian",0,0
"Rheumatic fever",2018,"Counties Manukau","Asian",0,0
"Cryptosporidiosis",2018,"Counties Manukau","MELAA",3,36.2
"Taeniasis",2018,"Counties Manukau","MELAA",0,0
"Hydatid disease",2018,"Counties Manukau","MELAA",0,0
"Hepatitis A",2018,"Counties Manukau","MELAA",1,12.1
"Mumps",2018,"Counties Manukau","MELAA",1,12.1
"Rabies and other lyssaviruses",2018,"Counties Manukau","MELAA",0,0
"Yersiniosis",2018,"Counties Manukau","MELAA",0,0
"Legionellosis",2018,"Counties Manukau","MELAA",2,24.2
"Mpox",2018,"Counties Manukau","MELAA",0,0
"Brucellosis",2018,"Counties Manukau","MELAA",0,0
"Q fever",2018,"Counties Manukau","MELAA",0,0
"Rubella",2018,"Counties Manukau","MELAA",0,0
"Hepatitis C",2018,"Counties Manukau","MELAA",0,0
"Haemophilus influenzae type b",2018,"Counties Manukau","MELAA",0,0
"Invasive pneumococcal disease",2018,"Counties Manukau","MELAA",0,0
"Poliomyelitis",2018,"Counties Manukau","MELAA",0,0
"Leprosy",2018,"Counties Manukau","MELAA",0,0
"Paratyphoid fever",2018,"Counties Manukau","MELAA",0,0
"Typhoid fever",2018,"Counties Manukau","MELAA",0,0
"Trichinosis",2018,"Counties Manukau","MELAA",0,0
"Diphtheria",2018,"Counties Manukau","MELAA",0,0
"Pertussis",2018,"Counties Manukau","MELAA",3,36.2
"Arboviral diseases",2018,"Counties Manukau","MELAA",0,0
"Malaria",2018,"Counties Manukau","MELAA",2,24.2
"Salmonellosis",2018,"Counties Manukau","MELAA",0,0
"Toxic shellfish poisoning",2018,"Counties Manukau","MELAA",0,0
"Tetanus",2018,"Counties Manukau","MELAA",0,0
"Measles",2018,"Counties Manukau","MELAA",0,0
"Shigellosis",2018,"Counties Manukau","MELAA",0,0
"Giardiasis",2018,"Counties Manukau","MELAA",5,60.4
"Cholera",2018,"Counties Manukau","MELAA",0,0
"Hepatitis NOS",2018,"Counties Manukau","MELAA",0,0
"Leptospirosis",2018,"Counties Manukau","MELAA",0,0
"Cysticercosis",2018,"Counties Manukau","MELAA",0,0
"Tuberculosis disease",2018,"Counties Manukau","MELAA",0,0
"VTEC/STEC infection",2018,"Counties Manukau","MELAA",4,48.3
"Rheumatic fever",2018,"Counties Manukau","MELAA",0,0
"Hepatitis B",2018,"Counties Manukau","MELAA",0,0
"Meningoencephalitis - primary amoebic",2018,"Counties Manukau","MELAA",0,0
"Acute gastroenteritis",2018,"Counties Manukau","MELAA",0,0
"Campylobacteriosis",2018,"Counties Manukau","MELAA",5,60.4
"Rickettsial disease",2018,"Counties Manukau","MELAA",0,0
"Listeriosis",2018,"Counties Manukau","MELAA",0,0
"Meningococcal disease",2018,"Counties Manukau","MELAA",0,0
"Mumps",2018,"Counties Manukau","European or Others",6,3.3
"Hydatid disease",2018,"Counties Manukau","European or Others",0,0
"Hepatitis C",2018,"Counties Manukau","European or Others",1,0.5
"Hepatitis A",2018,"Counties Manukau","European or Others",1,0.5
"Rabies and other lyssaviruses",2018,"Counties Manukau","European or Others",0,0
"Acute gastroenteritis",2018,"Counties Manukau","European or Others",2,1.1
"Taeniasis",2018,"Counties Manukau","European or Others",1,0.5
"Mpox",2018,"Counties Manukau","European or Others",0,0
"Rubella",2018,"Counties Manukau","European or Others",0,0
"Cryptosporidiosis",2018,"Counties Manukau","European or Others",82,44.8
"Invasive pneumococcal disease",2018,"Counties Manukau","European or Others",18,9.8
"Malaria",2018,"Counties Manukau","European or Others",0,0
"Haemophilus influenzae type b",2018,"Counties Manukau","European or Others",0,0
"Toxic shellfish poisoning",2018,"Counties Manukau","European or Others",0,0
"Paratyphoid fever",2018,"Counties Manukau","European or Others",0,0
"Arboviral diseases",2018,"Counties Manukau","European or Others",2,1.1
"Brucellosis",2018,"Counties Manukau","European or Others",0,0
"Salmonellosis",2018,"Counties Manukau","European or Others",34,18.6
"Campylobacteriosis",2018,"Counties Manukau","European or Others",238,130.2
"Tetanus",2018,"Counties Manukau","European or Others",0,0
"Cholera",2018,"Counties Manukau","European or Others",0,0
"Yersiniosis",2018,"Counties Manukau","European or Others",16,8.7
"Legionellosis",2018,"Counties Manukau","European or Others",11,6
"Diphtheria",2018,"Counties Manukau","European or Others",0,0
"Hepatitis NOS",2018,"Counties Manukau","European or Others",0,0
"Typhoid fever",2018,"Counties Manukau","European or Others",0,0
"Cysticercosis",2018,"Counties Manukau","European or Others",0,0
"Meningococcal disease",2018,"Counties Manukau","European or Others",0,0
"Tuberculosis disease",2018,"Counties Manukau","European or Others",1,0.5
"Q fever",2018,"Counties Manukau","European or Others",0,0
"Poliomyelitis",2018,"Counties Manukau","European or Others",0,0
"Leprosy",2018,"Counties Manukau","European or Others",0,0
"Hepatitis B",2018,"Counties Manukau","European or Others",0,0
"VTEC/STEC infection",2018,"Counties Manukau","European or Others",31,17
"Measles",2018,"Counties Manukau","European or Others",0,0
"Giardiasis",2018,"Counties Manukau","European or Others",62,33.9
"Shigellosis",2018,"Counties Manukau","European or Others",4,2.2
"Trichinosis",2018,"Counties Manukau","European or Others",0,0
"Leptospirosis",2018,"Counties Manukau","European or Others",2,1.1
"Pertussis",2018,"Counties Manukau","European or Others",101,55.2
"Rheumatic fever",2018,"Counties Manukau","European or Others",2,1.1
"Rickettsial disease",2018,"Counties Manukau","European or Others",0,0
"Listeriosis",2018,"Counties Manukau","European or Others",1,0.5
"Meningoencephalitis - primary amoebic",2018,"Counties Manukau","European or Others",0,0
"Hydatid disease",2018,"Waikato","Māori",0,0
"Hepatitis A",2018,"Waikato","Māori",0,0
"Cryptosporidiosis",2018,"Waikato","Māori",23,22.6
"Haemophilus influenzae type b",2018,"Waikato","Māori",0,0
"Rabies and other lyssaviruses",2018,"Waikato","Māori",0,0
"Mpox",2018,"Waikato","Māori",0,0
"Rubella",2018,"Waikato","Māori",0,0
"Invasive pneumococcal disease",2018,"Waikato","Māori",13,12.8
"Taeniasis",2018,"Waikato","Māori",0,0
"Yersiniosis",2018,"Waikato","Māori",11,10.8
"Tuberculosis disease",2018,"Waikato","Māori",2,2
"Mumps",2018,"Waikato","Māori",2,2
"Malaria",2018,"Waikato","Māori",0,0
"Giardiasis",2018,"Waikato","Māori",7,6.9
"Salmonellosis",2018,"Waikato","Māori",11,10.8
"Legionellosis",2018,"Waikato","Māori",0,0
"Hepatitis C",2018,"Waikato","Māori",0,0
"Brucellosis",2018,"Waikato","Māori",0,0
"Poliomyelitis",2018,"Waikato","Māori",0,0
"Diphtheria",2018,"Waikato","Māori",0,0
"Cholera",2018,"Waikato","Māori",0,0
"Arboviral diseases",2018,"Waikato","Māori",2,2
"Hepatitis B",2018,"Waikato","Māori",0,0
"Listeriosis",2018,"Waikato","Māori",1,1
"Acute gastroenteritis",2018,"Waikato","Māori",0,0
"Paratyphoid fever",2018,"Waikato","Māori",0,0
"Q fever",2018,"Waikato","Māori",0,0
"Cysticercosis",2018,"Waikato","Māori",0,0
"Leprosy",2018,"Waikato","Māori",0,0
"VTEC/STEC infection",2018,"Waikato","Māori",5,4.9
"Typhoid fever",2018,"Waikato","Māori",0,0
"Rickettsial disease",2018,"Waikato","Māori",0,0
"Toxic shellfish poisoning",2018,"Waikato","Māori",1,1
"Meningococcal disease",2018,"Waikato","Māori",4,3.9
"Hepatitis NOS",2018,"Waikato","Māori",0,0
"Trichinosis",2018,"Waikato","Māori",0,0
"Leptospirosis",2018,"Waikato","Māori",1,1
"Pertussis",2018,"Waikato","Māori",80,78.6
"Tetanus",2018,"Waikato","Māori",0,0
"Measles",2018,"Waikato","Māori",0,0
"Shigellosis",2018,"Waikato","Māori",2,2
"Meningoencephalitis - primary amoebic",2018,"Waikato","Māori",0,0
"Rheumatic fever",2018,"Waikato","Māori",8,7.9
"Campylobacteriosis",2018,"Waikato","Māori",59,58
"Typhoid fever",2018,"Waikato","Pacific",1,7.8
"Hydatid disease",2018,"Waikato","Pacific",0,0
"Cryptosporidiosis",2018,"Waikato","Pacific",2,15.7
"Mumps",2018,"Waikato","Pacific",0,0
"Hepatitis C",2018,"Waikato","Pacific",0,0
"Invasive pneumococcal disease",2018,"Waikato","Pacific",2,15.7
"Haemophilus influenzae type b",2018,"Waikato","Pacific",0,0
"Mpox",2018,"Waikato","Pacific",0,0
"Diphtheria",2018,"Waikato","Pacific",0,0
"VTEC/STEC infection",2018,"Waikato","Pacific",0,0
"Taeniasis",2018,"Waikato","Pacific",0,0
"Hepatitis A",2018,"Waikato","Pacific",2,15.7
"Salmonellosis",2018,"Waikato","Pacific",0,0
"Paratyphoid fever",2018,"Waikato","Pacific",0,0
"Malaria",2018,"Waikato","Pacific",2,15.7
"Yersiniosis",2018,"Waikato","Pacific",2,15.7
"Rabies and other lyssaviruses",2018,"Waikato","Pacific",0,0
"Acute gastroenteritis",2018,"Waikato","Pacific",1,7.8
"Rickettsial disease",2018,"Waikato","Pacific",0,0
"Cholera",2018,"Waikato","Pacific",0,0
"Tuberculosis disease",2018,"Waikato","Pacific",0,0
"Leprosy",2018,"Waikato","Pacific",0,0
"Arboviral diseases",2018,"Waikato","Pacific",8,62.8
"Q fever",2018,"Waikato","Pacific",0,0
"Brucellosis",2018,"Waikato","Pacific",0,0
"Toxic shellfish poisoning",2018,"Waikato","Pacific",0,0
"Rubella",2018,"Waikato","Pacific",0,0
"Tetanus",2018,"Waikato","Pacific",0,0
"Poliomyelitis",2018,"Waikato","Pacific",0,0
"Rheumatic fever",2018,"Waikato","Pacific",1,7.8
"Meningococcal disease",2018,"Waikato","Pacific",0,0
"Hepatitis NOS",2018,"Waikato","Pacific",0,0
"Hepatitis B",2018,"Waikato","Pacific",0,0
"Cysticercosis",2018,"Waikato","Pacific",0,0
"Meningoencephalitis - primary amoebic",2018,"Waikato","Pacific",0,0
"Legionellosis",2018,"Waikato","Pacific",0,0
"Leptospirosis",2018,"Waikato","Pacific",2,15.7
"Measles",2018,"Waikato","Pacific",0,0
"Trichinosis",2018,"Waikato","Pacific",0,0
"Shigellosis",2018,"Waikato","Pacific",2,15.7
"Giardiasis",2018,"Waikato","Pacific",2,15.7
"Campylobacteriosis",2018,"Waikato","Pacific",0,0
"Listeriosis",2018,"Waikato","Pacific",0,0
"Pertussis",2018,"Waikato","Pacific",7,54.9
"Rabies and other lyssaviruses",2018,"Waikato","Asian",0,0
"Haemophilus influenzae type b",2018,"Waikato","Asian",0,0
"Invasive pneumococcal disease",2018,"Waikato","Asian",0,0
"Toxic shellfish poisoning",2018,"Waikato","Asian",0,0
"Hepatitis A",2018,"Waikato","Asian",2,4.7
"Hydatid disease",2018,"Waikato","Asian",0,0
"Mumps",2018,"Waikato","Asian",1,2.4
"Cholera",2018,"Waikato","Asian",0,0
"Poliomyelitis",2018,"Waikato","Asian",0,0
"Hepatitis C",2018,"Waikato","Asian",0,0
"Hepatitis B",2018,"Waikato","Asian",0,0
"Arboviral diseases",2018,"Waikato","Asian",7,16.5
"Measles",2018,"Waikato","Asian",0,0
"Tuberculosis disease",2018,"Waikato","Asian",14,33
"Malaria",2018,"Waikato","Asian",0,0
"Yersiniosis",2018,"Waikato","Asian",11,25.9
"Q fever",2018,"Waikato","Asian",0,0
"Taeniasis",2018,"Waikato","Asian",0,0
"Acute gastroenteritis",2018,"Waikato","Asian",2,4.7
"VTEC/STEC infection",2018,"Waikato","Asian",1,2.4
"Brucellosis",2018,"Waikato","Asian",0,0
"Listeriosis",2018,"Waikato","Asian",0,0
"Mpox",2018,"Waikato","Asian",0,0
"Paratyphoid fever",2018,"Waikato","Asian",0,0
"Rickettsial disease",2018,"Waikato","Asian",0,0
"Campylobacteriosis",2018,"Waikato","Asian",18,42.5
"Typhoid fever",2018,"Waikato","Asian",1,2.4
"Diphtheria",2018,"Waikato","Asian",0,0
"Hepatitis NOS",2018,"Waikato","Asian",0,0
"Tetanus",2018,"Waikato","Asian",0,0
"Cryptosporidiosis",2018,"Waikato","Asian",2,4.7
"Meningococcal disease",2018,"Waikato","Asian",0,0
"Rubella",2018,"Waikato","Asian",0,0
"Shigellosis",2018,"Waikato","Asian",3,7.1
"Trichinosis",2018,"Waikato","Asian",0,0
"Salmonellosis",2018,"Waikato","Asian",6,14.2
"Pertussis",2018,"Waikato","Asian",9,21.2
"Legionellosis",2018,"Waikato","Asian",0,0
"Leprosy",2018,"Waikato","Asian",0,0
"Rheumatic fever",2018,"Waikato","Asian",0,0
