"Disease","Report Year","DHBName","Age Group (year)","Case Count","Case rate per 100,000"
"Leptospirosis",2006,"Waitemata","55–59",0,0
"Shigellosis",2006,"Waitemata","55–59",0,0
"Rabies and other lyssaviruses",2006,"Waitemata","55–59",0,0
"Hepatitis A",2006,"Waitemata","55–59",1,3.6
"Hydatid disease",2006,"Waitemata","55–59",0,0
"Taeniasis",2006,"Waitemata","55–59",0,0
"Rheumatic fever",2006,"Waitemata","55–59",0,0
"Malaria",2006,"Waitemata","55–59",0,0
"Tetanus",2006,"Waitemata","55–59",0,0
"Salmonellosis",2006,"Waitemata","55–59",6,21.8
"Toxic shellfish poisoning",2006,"Waitemata","55–59",0,0
"Rubella",2006,"Waitemata","55–59",0,0
"Hepatitis C",2006,"Waitemata","55–59",0,0
"Diphtheria",2006,"Waitemata","55–59",0,0
"Measles",2006,"Waitemata","55–59",0,0
"Tuberculosis disease",2006,"Waitemata","55–59",2,7.3
"Leprosy",2006,"Waitemata","55–59",0,0
"Meningoencephalitis - primary amoebic",2006,"Waitemata","55–59",0,0
"Poliomyelitis",2006,"Waitemata","55–59",0,0
"Acute gastroenteritis",2006,"Waitemata","55–59",7,25.5
"Giardiasis",2006,"Waitemata","55–59",5,18.2
"Yersiniosis",2006,"Waitemata","55–59",0,0
"Rickettsial disease",2006,"Waitemata","55–59",0,0
"Mumps",2006,"Waitemata","55–59",0,0
"Paratyphoid fever",2006,"Waitemata","55–59",0,0
"Cysticercosis",2006,"Waitemata","55–59",0,0
"Hepatitis B",2006,"Waitemata","55–59",1,3.6
"Cryptosporidiosis",2006,"Waitemata","55–59",0,0
"Cholera",2006,"Waitemata","55–59",0,0
"Pertussis",2006,"Waitemata","55–59",0,0
"Campylobacteriosis",2006,"Waitemata","55–59",147,535.1
"VTEC/STEC infection",2006,"Waitemata","55–59",0,0
"Legionellosis",2006,"Waitemata","55–59",0,0
"Arboviral diseases",2006,"Waitemata","55–59",0,0
"Listeriosis",2006,"Waitemata","55–59",0,0
"Giardiasis",2006,"Waitemata","60–64",7,33.3
"Hepatitis NOS",2006,"Waitemata","60–64",0,0
"Q fever",2006,"Waitemata","60–64",0,0
"Shigellosis",2006,"Waitemata","60–64",0,0
"Mpox",2006,"Waitemata","60–64",0,0
"Toxic shellfish poisoning",2006,"Waitemata","60–64",0,0
"Diphtheria",2006,"Waitemata","60–64",0,0
"Acute gastroenteritis",2006,"Waitemata","60–64",8,38
"Hepatitis C",2006,"Waitemata","60–64",0,0
"Invasive pneumococcal disease",2006,"Waitemata","60–64",0,0
"VTEC/STEC infection",2006,"Waitemata","60–64",1,4.8
"Meningococcal disease",2006,"Waitemata","60–64",0,0
"Cholera",2006,"Waitemata","60–64",0,0
"Tetanus",2006,"Waitemata","60–64",0,0
"Measles",2006,"Waitemata","60–64",0,0
"Hydatid disease",2006,"Waitemata","60–64",0,0
"Campylobacteriosis",2006,"Waitemata","60–64",119,565.7
"Typhoid fever",2006,"Waitemata","60–64",0,0
"Salmonellosis",2006,"Waitemata","60–64",4,19
"Legionellosis",2006,"Waitemata","60–64",1,4.8
"Trichinosis",2006,"Waitemata","60–64",0,0
"Haemophilus influenzae type b",2006,"Waitemata","60–64",0,0
"Rickettsial disease",2006,"Waitemata","60–64",0,0
"Brucellosis",2006,"Waitemata","60–64",0,0
"Cryptosporidiosis",2006,"Waitemata","60–64",1,4.8
"Cysticercosis",2006,"Waitemata","60–64",0,0
"Malaria",2006,"Waitemata","60–64",0,0
"Taeniasis",2006,"Waitemata","60–64",0,0
"Yersiniosis",2006,"Waitemata","60–64",2,9.5
"Listeriosis",2006,"Waitemata","60–64",0,0
"Hepatitis B",2006,"Waitemata","60–64",3,14.3
"Leprosy",2006,"Waitemata","60–64",0,0
"Leptospirosis",2006,"Waitemata","60–64",0,0
"Rheumatic fever",2006,"Waitemata","60–64",0,0
"Mumps",2006,"Waitemata","60–64",0,0
"Hepatitis A",2006,"Waitemata","60–64",0,0
"Rabies and other lyssaviruses",2006,"Waitemata","60–64",0,0
"Arboviral diseases",2006,"Waitemata","60–64",0,0
"Tuberculosis disease",2006,"Waitemata","60–64",2,9.5
"Paratyphoid fever",2006,"Waitemata","60–64",0,0
"Poliomyelitis",2006,"Waitemata","60–64",0,0
"Rubella",2006,"Waitemata","60–64",0,0
"Meningoencephalitis - primary amoebic",2006,"Waitemata","60–64",0,0
"Pertussis",2006,"Waitemata","60–64",0,0
"Cholera",2006,"Waitemata","65–69",0,0
"Giardiasis",2006,"Waitemata","65–69",2,12.1
"Hepatitis NOS",2006,"Waitemata","65–69",0,0
"Hepatitis A",2006,"Waitemata","65–69",0,0
"Acute gastroenteritis",2006,"Waitemata","65–69",3,18.2
"Invasive pneumococcal disease",2006,"Waitemata","65–69",0,0
"Campylobacteriosis",2006,"Waitemata","65–69",82,496.5
"Meningococcal disease",2006,"Waitemata","65–69",0,0
"Yersiniosis",2006,"Waitemata","65–69",0,0
"Hydatid disease",2006,"Waitemata","65–69",0,0
"Rickettsial disease",2006,"Waitemata","65–69",0,0
"VTEC/STEC infection",2006,"Waitemata","65–69",3,18.2
"Taeniasis",2006,"Waitemata","65–69",0,0
"Salmonellosis",2006,"Waitemata","65–69",3,18.2
"Poliomyelitis",2006,"Waitemata","65–69",0,0
"Brucellosis",2006,"Waitemata","65–69",0,0
"Trichinosis",2006,"Waitemata","65–69",0,0
"Malaria",2006,"Waitemata","65–69",0,0
"Paratyphoid fever",2006,"Waitemata","65–69",0,0
"Meningoencephalitis - primary amoebic",2006,"Waitemata","65–69",0,0
"Rubella",2006,"Waitemata","65–69",0,0
"Mumps",2006,"Waitemata","65–69",0,0
"Measles",2006,"Waitemata","65–69",0,0
"Leprosy",2006,"Waitemata","65–69",0,0
"Pertussis",2006,"Waitemata","65–69",0,0
"Arboviral diseases",2006,"Waitemata","65–69",1,6.1
"Rheumatic fever",2006,"Waitemata","65–69",0,0
"Listeriosis",2006,"Waitemata","65–69",1,6.1
"Hepatitis C",2006,"Waitemata","65–69",0,0
"Leptospirosis",2006,"Waitemata","65–69",0,0
"Mpox",2006,"Waitemata","65–69",0,0
"Hepatitis B",2006,"Waitemata","65–69",0,0
"Legionellosis",2006,"Waitemata","65–69",0,0
"Typhoid fever",2006,"Waitemata","65–69",1,6.1
"Cryptosporidiosis",2006,"Waitemata","65–69",0,0
"Tuberculosis disease",2006,"Waitemata","65–69",2,12.1
"Shigellosis",2006,"Waitemata","65–69",1,6.1
"Diphtheria",2006,"Waitemata","65–69",0,0
"Tetanus",2006,"Waitemata","65–69",0,0
"Toxic shellfish poisoning",2006,"Waitemata","65–69",0,0
"Q fever",2006,"Waitemata","65–69",0,0
"Rabies and other lyssaviruses",2006,"Waitemata","65–69",0,0
"Haemophilus influenzae type b",2006,"Waitemata","65–69",0,0
"Cysticercosis",2006,"Waitemata","65–69",0,0
"Meningococcal disease",2006,"Waitemata","70–74",0,0
"Legionellosis",2006,"Waitemata","70–74",1,8.1
"Leptospirosis",2006,"Waitemata","70–74",0,0
"Cholera",2006,"Waitemata","70–74",0,0
"Hepatitis A",2006,"Waitemata","70–74",0,0
"Tetanus",2006,"Waitemata","70–74",0,0
"Salmonellosis",2006,"Waitemata","70–74",1,8.1
"Brucellosis",2006,"Waitemata","70–74",0,0
"Campylobacteriosis",2006,"Waitemata","70–74",77,622.4
"Mpox",2006,"Waitemata","70–74",0,0
"Paratyphoid fever",2006,"Waitemata","70–74",0,0
"Typhoid fever",2006,"Waitemata","70–74",0,0
"Q fever",2006,"Waitemata","70–74",0,0
"Acute gastroenteritis",2006,"Waitemata","70–74",3,24.2
"Rheumatic fever",2006,"Waitemata","70–74",0,0
"Mumps",2006,"Waitemata","70–74",0,0
"Giardiasis",2006,"Waitemata","70–74",2,16.2
"Yersiniosis",2006,"Waitemata","70–74",0,0
"Hepatitis NOS",2006,"Waitemata","70–74",0,0
"Leprosy",2006,"Waitemata","70–74",0,0
"Pertussis",2006,"Waitemata","70–74",0,0
"Listeriosis",2006,"Waitemata","70–74",0,0
"Arboviral diseases",2006,"Waitemata","70–74",0,0
"VTEC/STEC infection",2006,"Waitemata","70–74",1,8.1
"Hepatitis C",2006,"Waitemata","70–74",0,0
"Diphtheria",2006,"Waitemata","70–74",0,0
"Invasive pneumococcal disease",2006,"Waitemata","70–74",0,0
"Hydatid disease",2006,"Waitemata","70–74",0,0
"Shigellosis",2006,"Waitemata","70–74",0,0
"Malaria",2006,"Waitemata","70–74",0,0
"Trichinosis",2006,"Waitemata","70–74",0,0
"Taeniasis",2006,"Waitemata","70–74",0,0
"Rabies and other lyssaviruses",2006,"Waitemata","70–74",0,0
"Cysticercosis",2006,"Waitemata","70–74",0,0
"Rickettsial disease",2006,"Waitemata","70–74",0,0
"Haemophilus influenzae type b",2006,"Waitemata","70–74",0,0
"Poliomyelitis",2006,"Waitemata","70–74",0,0
"Hepatitis B",2006,"Waitemata","70–74",0,0
"Cryptosporidiosis",2006,"Waitemata","70–74",0,0
"Meningoencephalitis - primary amoebic",2006,"Waitemata","70–74",0,0
"Measles",2006,"Waitemata","70–74",0,0
"Tuberculosis disease",2006,"Waitemata","70–74",2,16.2
"Toxic shellfish poisoning",2006,"Waitemata","70–74",0,0
"Rubella",2006,"Waitemata","70–74",0,0
"Hepatitis C",2006,"Waitemata","75–79",0,0
"Trichinosis",2006,"Waitemata","75–79",0,0
"Leprosy",2006,"Waitemata","75–79",0,0
"Hepatitis A",2006,"Waitemata","75–79",0,0
"Leptospirosis",2006,"Waitemata","75–79",0,0
"Arboviral diseases",2006,"Waitemata","75–79",0,0
"Legionellosis",2006,"Waitemata","75–79",0,0
"Poliomyelitis",2006,"Waitemata","75–79",0,0
"Q fever",2006,"Waitemata","75–79",0,0
"Rheumatic fever",2006,"Waitemata","75–79",0,0
"Salmonellosis",2006,"Waitemata","75–79",2,19.1
"Acute gastroenteritis",2006,"Waitemata","75–79",1,9.5
"Typhoid fever",2006,"Waitemata","75–79",0,0
"Cysticercosis",2006,"Waitemata","75–79",0,0
"Haemophilus influenzae type b",2006,"Waitemata","75–79",0,0
"Invasive pneumococcal disease",2006,"Waitemata","75–79",0,0
"Yersiniosis",2006,"Waitemata","75–79",1,9.5
"Pertussis",2006,"Waitemata","75–79",0,0
"Diphtheria",2006,"Waitemata","75–79",0,0
"Taeniasis",2006,"Waitemata","75–79",0,0
"Mumps",2006,"Waitemata","75–79",0,0
"VTEC/STEC infection",2006,"Waitemata","75–79",1,9.5
"Malaria",2006,"Waitemata","75–79",0,0
"Cholera",2006,"Waitemata","75–79",0,0
"Paratyphoid fever",2006,"Waitemata","75–79",0,0
"Hepatitis B",2006,"Waitemata","75–79",0,0
"Brucellosis",2006,"Waitemata","75–79",0,0
"Toxic shellfish poisoning",2006,"Waitemata","75–79",0,0
"Tetanus",2006,"Waitemata","75–79",0,0
"Mpox",2006,"Waitemata","75–79",0,0
"Campylobacteriosis",2006,"Waitemata","75–79",56,534.2
"Tuberculosis disease",2006,"Waitemata","75–79",1,9.5
"Listeriosis",2006,"Waitemata","75–79",0,0
"Shigellosis",2006,"Waitemata","75–79",0,0
"Hydatid disease",2006,"Waitemata","75–79",0,0
"Measles",2006,"Waitemata","75–79",0,0
"Giardiasis",2006,"Waitemata","75–79",2,19.1
"Rickettsial disease",2006,"Waitemata","75–79",0,0
"Rabies and other lyssaviruses",2006,"Waitemata","75–79",0,0
"Cryptosporidiosis",2006,"Waitemata","75–79",0,0
"Meningococcal disease",2006,"Waitemata","75–79",1,9.5
"Rubella",2006,"Waitemata","75–79",0,0
"Meningoencephalitis - primary amoebic",2006,"Waitemata","75–79",0,0
"Hepatitis NOS",2006,"Waitemata","75–79",0,0
"Leptospirosis",2006,"Waitemata","80–84",0,0
"VTEC/STEC infection",2006,"Waitemata","80–84",0,0
"Q fever",2006,"Waitemata","80–84",0,0
"Tetanus",2006,"Waitemata","80–84",0,0
"Trichinosis",2006,"Waitemata","80–84",0,0
"Campylobacteriosis",2006,"Waitemata","80–84",30,394.5
"Pertussis",2006,"Waitemata","80–84",0,0
"Acute gastroenteritis",2006,"Waitemata","80–84",0,0
"Yersiniosis",2006,"Waitemata","80–84",1,13.1
"Rheumatic fever",2006,"Waitemata","80–84",0,0
"Haemophilus influenzae type b",2006,"Waitemata","80–84",0,0
"Hepatitis A",2006,"Waitemata","80–84",1,13.1
"Hepatitis C",2006,"Waitemata","80–84",0,0
"Salmonellosis",2006,"Waitemata","80–84",0,0
"Rickettsial disease",2006,"Waitemata","80–84",0,0
"Legionellosis",2006,"Waitemata","80–84",0,0
"Leprosy",2006,"Waitemata","80–84",0,0
"Malaria",2006,"Waitemata","80–84",0,0
"Paratyphoid fever",2006,"Waitemata","80–84",0,0
"Measles",2006,"Waitemata","80–84",0,0
"Diphtheria",2006,"Waitemata","80–84",0,0
"Cholera",2006,"Waitemata","80–84",0,0
"Hepatitis B",2006,"Waitemata","80–84",0,0
"Hepatitis NOS",2006,"Waitemata","80–84",0,0
"Invasive pneumococcal disease",2006,"Waitemata","80–84",0,0
"Cysticercosis",2006,"Waitemata","80–84",0,0
"Hydatid disease",2006,"Waitemata","80–84",0,0
"Arboviral diseases",2006,"Waitemata","80–84",0,0
"Listeriosis",2006,"Waitemata","80–84",0,0
"Taeniasis",2006,"Waitemata","80–84",0,0
"Mumps",2006,"Waitemata","80–84",0,0
"Rubella",2006,"Waitemata","80–84",0,0
"Poliomyelitis",2006,"Waitemata","80–84",0,0
"Tuberculosis disease",2006,"Waitemata","80–84",0,0
"Toxic shellfish poisoning",2006,"Waitemata","80–84",0,0
"Meningoencephalitis - primary amoebic",2006,"Waitemata","80–84",0,0
"Brucellosis",2006,"Waitemata","80–84",0,0
"Giardiasis",2006,"Waitemata","80–84",1,13.1
"Typhoid fever",2006,"Waitemata","80–84",0,0
"Shigellosis",2006,"Waitemata","80–84",0,0
"Cryptosporidiosis",2006,"Waitemata","80–84",0,0
"Meningococcal disease",2006,"Waitemata","80–84",0,0
"Rabies and other lyssaviruses",2006,"Waitemata","80–84",0,0
"Mpox",2006,"Waitemata","80–84",0,0
"Rheumatic fever",2006,"Waitemata","85+",0,0
"Hepatitis C",2006,"Waitemata","85+",0,0
"Malaria",2006,"Waitemata","85+",0,0
"Trichinosis",2006,"Waitemata","85+",0,0
"Tuberculosis disease",2006,"Waitemata","85+",2,33.8
"Hydatid disease",2006,"Waitemata","85+",0,0
"Q fever",2006,"Waitemata","85+",0,0
"Cholera",2006,"Waitemata","85+",0,0
"Rickettsial disease",2006,"Waitemata","85+",0,0
"Leptospirosis",2006,"Waitemata","85+",0,0
"Legionellosis",2006,"Waitemata","85+",1,16.9
"Meningoencephalitis - primary amoebic",2006,"Waitemata","85+",0,0
"Campylobacteriosis",2006,"Waitemata","85+",20,337.9
"Taeniasis",2006,"Waitemata","85+",0,0
"Diphtheria",2006,"Waitemata","85+",0,0
"Toxic shellfish poisoning",2006,"Waitemata","85+",0,0
"Haemophilus influenzae type b",2006,"Waitemata","85+",0,0
"Mumps",2006,"Waitemata","85+",0,0
"Listeriosis",2006,"Waitemata","85+",0,0
"Leprosy",2006,"Waitemata","85+",0,0
"Hepatitis NOS",2006,"Waitemata","85+",0,0
"Hepatitis A",2006,"Waitemata","85+",0,0
"Invasive pneumococcal disease",2006,"Waitemata","85+",0,0
"Mpox",2006,"Waitemata","85+",0,0
"Giardiasis",2006,"Waitemata","85+",0,0
"Poliomyelitis",2006,"Waitemata","85+",0,0
"Typhoid fever",2006,"Waitemata","85+",0,0
"VTEC/STEC infection",2006,"Waitemata","85+",0,0
"Acute gastroenteritis",2006,"Waitemata","85+",0,0
"Hepatitis B",2006,"Waitemata","85+",0,0
"Yersiniosis",2006,"Waitemata","85+",1,16.9
"Cysticercosis",2006,"Waitemata","85+",0,0
"Salmonellosis",2006,"Waitemata","85+",0,0
"Pertussis",2006,"Waitemata","85+",0,0
"Brucellosis",2006,"Waitemata","85+",0,0
"Arboviral diseases",2006,"Waitemata","85+",0,0
"Rabies and other lyssaviruses",2006,"Waitemata","85+",0,0
"Shigellosis",2006,"Waitemata","85+",0,0
"Paratyphoid fever",2006,"Waitemata","85+",0,0
"Rubella",2006,"Waitemata","85+",0,0
"Cryptosporidiosis",2006,"Waitemata","85+",0,0
"Meningococcal disease",2006,"Waitemata","85+",0,0
"Tetanus",2006,"Waitemata","85+",0,0
"Measles",2006,"Waitemata","85+",0,0
"Campylobacteriosis",2006,"Auckland","0–4",178,667.9
"Haemophilus influenzae type b",2006,"Auckland","0–4",1,3.8
"Cholera",2006,"Auckland","0–4",0,0
"Hepatitis NOS",2006,"Auckland","0–4",0,0
"Diphtheria",2006,"Auckland","0–4",0,0
"Cysticercosis",2006,"Auckland","0–4",0,0
"Rabies and other lyssaviruses",2006,"Auckland","0–4",0,0
"Meningoencephalitis - primary amoebic",2006,"Auckland","0–4",0,0
"Cryptosporidiosis",2006,"Auckland","0–4",14,52.5
"Hepatitis C",2006,"Auckland","0–4",0,0
"Malaria",2006,"Auckland","0–4",0,0
"Paratyphoid fever",2006,"Auckland","0–4",0,0
"Leptospirosis",2006,"Auckland","0–4",0,0
"Tuberculosis disease",2006,"Auckland","0–4",2,7.5
"Yersiniosis",2006,"Auckland","0–4",11,41.3
"Pertussis",2006,"Auckland","0–4",5,18.8
"Leprosy",2006,"Auckland","0–4",0,0
"Q fever",2006,"Auckland","0–4",0,0
"Rickettsial disease",2006,"Auckland","0–4",0,0
"Trichinosis",2006,"Auckland","0–4",0,0
"Giardiasis",2006,"Auckland","0–4",34,127.6
"Invasive pneumococcal disease",2006,"Auckland","0–4",0,0
"VTEC/STEC infection",2006,"Auckland","0–4",0,0
"Taeniasis",2006,"Auckland","0–4",0,0
"Acute gastroenteritis",2006,"Auckland","0–4",1,3.8
"Mpox",2006,"Auckland","0–4",0,0
"Rubella",2006,"Auckland","0–4",2,7.5
"Hepatitis A",2006,"Auckland","0–4",1,3.8
"Mumps",2006,"Auckland","0–4",2,7.5
"Rheumatic fever",2006,"Auckland","0–4",0,0
"Brucellosis",2006,"Auckland","0–4",0,0
"Typhoid fever",2006,"Auckland","0–4",0,0
"Arboviral diseases",2006,"Auckland","0–4",0,0
"Toxic shellfish poisoning",2006,"Auckland","0–4",0,0
"Poliomyelitis",2006,"Auckland","0–4",0,0
"Salmonellosis",2006,"Auckland","0–4",32,120.1
"Measles",2006,"Auckland","0–4",1,3.8
"Legionellosis",2006,"Auckland","0–4",0,0
"Hepatitis B",2006,"Auckland","0–4",0,0
"Meningococcal disease",2006,"Auckland","0–4",4,15
"Shigellosis",2006,"Auckland","0–4",2,7.5
"Tetanus",2006,"Auckland","0–4",0,0
"Hydatid disease",2006,"Auckland","0–4",0,0
"Listeriosis",2006,"Auckland","0–4",1,3.8
"Haemophilus influenzae type b",2006,"Auckland","5–9",0,0
"Tuberculosis disease",2006,"Auckland","5–9",0,0
"Yersiniosis",2006,"Auckland","5–9",1,4.2
"Cholera",2006,"Auckland","5–9",0,0
"Q fever",2006,"Auckland","5–9",0,0
"Hepatitis C",2006,"Auckland","5–9",0,0
"Pertussis",2006,"Auckland","5–9",1,4.2
"Invasive pneumococcal disease",2006,"Auckland","5–9",0,0
"Giardiasis",2006,"Auckland","5–9",10,41.7
"Hepatitis NOS",2006,"Auckland","5–9",0,0
"Diphtheria",2006,"Auckland","5–9",0,0
"Measles",2006,"Auckland","5–9",0,0
"Trichinosis",2006,"Auckland","5–9",0,0
"Paratyphoid fever",2006,"Auckland","5–9",0,0
"Hepatitis A",2006,"Auckland","5–9",4,16.7
"Leptospirosis",2006,"Auckland","5–9",0,0
"Taeniasis",2006,"Auckland","5–9",0,0
"Brucellosis",2006,"Auckland","5–9",0,0
"Meningococcal disease",2006,"Auckland","5–9",0,0
"Legionellosis",2006,"Auckland","5–9",0,0
"Arboviral diseases",2006,"Auckland","5–9",0,0
"Rheumatic fever",2006,"Auckland","5–9",1,4.2
"Typhoid fever",2006,"Auckland","5–9",0,0
"Rubella",2006,"Auckland","5–9",0,0
"Toxic shellfish poisoning",2006,"Auckland","5–9",0,0
"VTEC/STEC infection",2006,"Auckland","5–9",1,4.2
"Leprosy",2006,"Auckland","5–9",0,0
"Tetanus",2006,"Auckland","5–9",0,0
"Cysticercosis",2006,"Auckland","5–9",0,0
"Rickettsial disease",2006,"Auckland","5–9",0,0
"Malaria",2006,"Auckland","5–9",1,4.2
"Poliomyelitis",2006,"Auckland","5–9",0,0
"Hepatitis B",2006,"Auckland","5–9",0,0
"Mpox",2006,"Auckland","5–9",0,0
"Mumps",2006,"Auckland","5–9",0,0
"Acute gastroenteritis",2006,"Auckland","5–9",1,4.2
"Meningoencephalitis - primary amoebic",2006,"Auckland","5–9",0,0
"Rabies and other lyssaviruses",2006,"Auckland","5–9",0,0
"Salmonellosis",2006,"Auckland","5–9",5,20.8
"Campylobacteriosis",2006,"Auckland","5–9",77,320.9
"Shigellosis",2006,"Auckland","5–9",1,4.2
"Hydatid disease",2006,"Auckland","5–9",0,0
"Cryptosporidiosis",2006,"Auckland","5–9",5,20.8
"Listeriosis",2006,"Auckland","5–9",0,0
"Hydatid disease",2006,"Auckland","10–14",0,0
"Cholera",2006,"Auckland","10–14",0,0
"Hepatitis NOS",2006,"Auckland","10–14",0,0
"Hepatitis C",2006,"Auckland","10–14",0,0
"Leptospirosis",2006,"Auckland","10–14",0,0
"Diphtheria",2006,"Auckland","10–14",0,0
"Yersiniosis",2006,"Auckland","10–14",1,4
"Haemophilus influenzae type b",2006,"Auckland","10–14",0,0
"Giardiasis",2006,"Auckland","10–14",3,11.9
"VTEC/STEC infection",2006,"Auckland","10–14",1,4
"Hepatitis B",2006,"Auckland","10–14",0,0
"Rubella",2006,"Auckland","10–14",0,0
"Rickettsial disease",2006,"Auckland","10–14",0,0
"Poliomyelitis",2006,"Auckland","10–14",0,0
"Mpox",2006,"Auckland","10–14",0,0
"Q fever",2006,"Auckland","10–14",0,0
"Hepatitis A",2006,"Auckland","10–14",2,8
"Brucellosis",2006,"Auckland","10–14",0,0
"Tetanus",2006,"Auckland","10–14",0,0
"Toxic shellfish poisoning",2006,"Auckland","10–14",0,0
"Meningoencephalitis - primary amoebic",2006,"Auckland","10–14",0,0
"Trichinosis",2006,"Auckland","10–14",0,0
"Meningococcal disease",2006,"Auckland","10–14",1,4
"Pertussis",2006,"Auckland","10–14",1,4
"Mumps",2006,"Auckland","10–14",1,4
"Measles",2006,"Auckland","10–14",0,0
"Tuberculosis disease",2006,"Auckland","10–14",1,4
"Acute gastroenteritis",2006,"Auckland","10–14",1,4
"Legionellosis",2006,"Auckland","10–14",0,0
"Salmonellosis",2006,"Auckland","10–14",9,35.8
"Rabies and other lyssaviruses",2006,"Auckland","10–14",0,0
"Typhoid fever",2006,"Auckland","10–14",0,0
"Paratyphoid fever",2006,"Auckland","10–14",0,0
"Rheumatic fever",2006,"Auckland","10–14",6,23.9
"Leprosy",2006,"Auckland","10–14",0,0
"Taeniasis",2006,"Auckland","10–14",0,0
"Malaria",2006,"Auckland","10–14",1,4
"Cysticercosis",2006,"Auckland","10–14",0,0
"Shigellosis",2006,"Auckland","10–14",0,0
"Listeriosis",2006,"Auckland","10–14",0,0
"Campylobacteriosis",2006,"Auckland","10–14",85,338.3
"Arboviral diseases",2006,"Auckland","10–14",0,0
"Invasive pneumococcal disease",2006,"Auckland","10–14",0,0
"Cryptosporidiosis",2006,"Auckland","10–14",2,8
"Trichinosis",2006,"Auckland","15–19",0,0
"Q fever",2006,"Auckland","15–19",0,0
"Hepatitis B",2006,"Auckland","15–19",2,7
"Yersiniosis",2006,"Auckland","15–19",0,0
"Mumps",2006,"Auckland","15–19",0,0
"Taeniasis",2006,"Auckland","15–19",0,0
"Cholera",2006,"Auckland","15–19",0,0
"Rickettsial disease",2006,"Auckland","15–19",0,0
"Rubella",2006,"Auckland","15–19",0,0
"VTEC/STEC infection",2006,"Auckland","15–19",0,0
"Hepatitis NOS",2006,"Auckland","15–19",0,0
"Leptospirosis",2006,"Auckland","15–19",0,0
